id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23632539,Chill & Cozy Apt Dwntwn/TheatreDst/Chnatwn/BckBay,173074212,Brandon,,Downtown,42.35223,-71.06427,Entire home/apt,,91,5,2018-05-13,0.06,1,0,0,
23651852,Awesome condo in Fenway,9669662,Jasbir,,Fenway,42.34489,-71.09692,Entire home/apt,227,91,2,2022-12-06,0.02,1,358,0,
23668146,#102 Boston private AC BR 全楼禁烟厨具齐全适長住,105851798,Anne,,Dorchester,42.30949,-71.06576,Private room,53,29,44,2025-04-25,0.50,12,365,2,
23687280,Charming 3 Bed  Near hynes convention center #40,133927887,Kat,,Back Bay,42.34482,-71.08629,Entire home/apt,,91,14,2018-08-27,0.16,14,0,0,
23687980,Luxury - 3 Bed - Next to Prudential #44,133927887,Kat,,Back Bay,42.34467,-71.08401,Entire home/apt,,91,14,2018-08-24,0.16,14,0,0,
23761996,"2Bed/2Bath, Modern Bldg  Across MGH W/D In Suite",20079643,Alexander K,,West End,42.3645578,-71.0692521,Entire home/apt,326,30,18,2025-01-01,0.25,11,323,2,STR-595472
23790542,Basic living for short term stay in Boston,117015594,Trinh,,Dorchester,42.31602,-71.05477,Private room,,91,1,2018-04-30,0.01,1,0,0,
23800657,Luxurious Back Bay Studio,34124402,Ella,,Back Bay,42.35385,-71.07447,Entire home/apt,252,29,65,2025-04-28,0.74,1,207,3,
23801768,Cozy Studio in East Boston 2120,18202088,Luxurious,,East Boston,42.3654,-71.03949,Entire home/apt,,91,1,2019-09-03,0.01,18,89,0,
23805314,The Red Door Carriage House,12369993,David,,West Roxbury,42.28996,-71.1459,Entire home/apt,299,3,267,2025-06-01,3.05,1,202,27,STR-408842
23822858,Evolve Wharf,18202088,Luxurious,,Downtown,42.35317,-71.05421,Entire home/apt,,91,9,2019-07-25,0.10,18,0,0,
23841523,Lrge 1 BR Apt | River View | Modern Bldg | High Fl,20079643,Alexander K,,West End,42.3645578,-71.0692521,Entire home/apt,207,75,13,2025-03-05,0.15,11,319,2,STR-595473
23842606,Very comfy room with all you need and more.,67103816,Firlian,,Roxbury,42.31611,-71.0921,Private room,,31,24,2025-05-06,0.28,5,160,4,
23872975,Luxe Historic Elegance Overlooking Thompson Square,149379579,Kristen,,Charlestown,42.37648,-71.06444,Entire home/apt,370,4,113,2025-05-11,1.34,1,12,15,STR-418356
23912131,Quite 1 Bd Apt by Massachusetts General Hospital,20079643,Alexander K,,West End,42.36397,-71.0692,Entire home/apt,207,30,21,2024-11-21,0.24,11,322,3,STR-595460
23918171,Adorable South End/Back Bay Basement Apartment,108741752,Cassandra,,South End,42.33935,-71.07489,Entire home/apt,,29,86,2020-08-15,0.98,1,0,0,Exempt: This listing is a unit that has contracts with hospitals
23947734,Short Walk to T!,16186589,Marie,,Dorchester,42.28787,-71.06662,Private room,50,30,0,,,27,345,0,
23965606,Lovely 3 Bedroom Apartment by the Red Line!,16186589,Marie,,Dorchester,42.28787,-71.06692,Entire home/apt,130,30,1,2021-08-07,0.02,27,362,0,
24032465,Private Room & Great Location by the Red Line!,16186589,Marie,,Dorchester,42.28853,-71.06631,Private room,50,30,2,2018-07-31,0.02,27,328,0,
24034961,3 Minutes Walk to the Red Line!,16186589,Marie,,Dorchester,42.28816,-71.06655,Private room,40,30,0,,,27,339,0,
24061454,Fully Furnished 2 Bedroom in Boston near Berklee,5322468,Andre,,Fenway,42.34492,-71.08872,Entire home/apt,165,180,0,,,1,269,0,
24079621,Victorian 3rd Floor Unit,66645251,Mary,,Dorchester,42.30441,-71.06202,Entire home/apt,135,1,198,2025-06-10,2.29,2,89,42,STR-424305
24080196,A room,23953876,Kexi & Anthony,,Dorchester,42.31125,-71.05151,Private room,,29,127,2020-03-01,1.44,3,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
24087726,C room,23953876,Kexi & Anthony,,Dorchester,42.31002,-71.05201,Private room,,29,131,2020-03-15,1.49,3,0,0,STR-416108
24090510,D room,23953876,Kexi & Anthony,,Dorchester,42.31163,-71.05311,Private room,,29,114,2020-03-10,1.30,3,0,0,STR-416108
24094681,LARGE studio in heart of Back Bay Marathon closeby,37825111,Drew,,Back Bay,42.35125,-71.08101,Entire home/apt,,91,1,2018-04-16,0.01,1,0,0,
24131246,"Boston Beautiful, Large yet cozy and modern",93115614,Selim,,Allston,42.35309,-71.12907,Entire home/apt,,600,0,,,1,0,0,
24168312,Back Bay Apt on Marlborough St (Hereford St block),180283497,Michelle,,Back Bay,42.35136,-71.08851,Entire home/apt,202,29,19,2024-09-15,0.22,7,292,1,
24219094,Private Home,14399992,Barry,,Jamaica Plain,42.29909,-71.11593,Entire home/apt,,180,113,2021-07-09,1.29,1,0,0,STR-416154
24231732,1 Mile To Downtown Boston in a 2 Bedroom.,122568097,Nick,,Roxbury,42.32586,-71.09651,Entire home/apt,196,28,85,2020-08-08,0.98,4,177,0,STR-414837
24261049,Boston's Best Vacation Home,50017024,Victor,,Mattapan,42.27467,-71.07362,Entire home/apt,250,29,40,2023-11-24,0.95,1,284,0,STR-460948
24265005,Eclectic 2 bd. apt in Victorian artist home.,145681148,Marianne,,Jamaica Plain,42.30537,-71.11748,Entire home/apt,,2,54,2025-05-26,0.64,2,0,9,STR-414689
24277032,"North End 1 Bedroom- CLOSE MGH, Subway, Hanover St",180283497,Michelle,,North End,42.36547,-71.05492,Entire home/apt,130,32,4,2024-05-09,0.05,7,365,0,
24324950,Great 1BR in the Heart of Downtown Boston,13355115,Doug,,Chinatown,42.35051,-71.05964,Private room,,91,0,,,1,0,0,
24325336,Beacon Hill Studio - 2 min Walk to MGH-Subway-,180283497,Michelle,,Beacon Hill,42.36026,-71.07003,Entire home/apt,130,29,9,2025-06-04,0.10,7,310,1,
24356120,Comfortable Place in Roslindale,183787878,Leo,,Roslindale,42.27719,-71.1295,Entire home/apt,,29,1,2019-06-25,0.01,1,0,0,
24401790,comfortable and cozy,10692181,Francisco,,Jamaica Plain,42.31069,-71.10282,Entire home/apt,152,2,150,2025-01-19,1.73,5,194,5,Str-545241
24412927,Cozy Colonial (entire home) near Lower Mills,46315640,Richmond,,Mattapan,42.27586,-71.08746,Entire home/apt,,91,3,2018-09-03,0.04,2,0,0,
24471492,Melville Park Penthouse,10085529,Joshua,,Dorchester,42.29523,-71.06828,Private room,130,2,173,2025-06-16,1.99,1,32,18,STR-383178
24484501,Top of the World,114515516,William,,Charlestown,42.382173634151435,-71.07929663572756,Entire home/apt,853,3,238,2025-06-01,2.76,1,277,31,STR-414759
24563107,Sunny 2Bed Apt River View By Mass General Hospital,20079643,Alexander K,,West End,42.3649,-71.0684,Entire home/apt,325,75,23,2025-01-22,0.33,11,329,2,STR-588935
24598387,"Beautiful, spacious South Boston Condo, Near T",1788949,Greg,,South Boston,42.33068,-71.05393,Entire home/apt,414,2,283,2025-06-11,3.25,1,145,40,STR-518244
24598890,Yellow Quiet room,27871799,Althea,,Mattapan,42.27555,-71.07597,Private room,95,1,26,2023-08-27,0.30,6,261,0,STR-415974
24600107,Entire Home in JP! Perfect for families!,13960633,Charles,,Jamaica Plain,42.29836,-71.11046,Entire home/apt,,29,10,2020-08-28,0.12,2,0,0,STR-389183
24633212,Clean room near Longwood,80570686,Siena,,Mission Hill,42.33097,-71.10023,Private room,131,2,194,2025-05-26,2.25,4,242,32,STR-434886
24644312,Convenient Transportation Suburb Boston Room,186235436,Yanlin,,West Roxbury,42.27549,-71.16821,Shared room,,29,11,2019-10-06,0.13,2,0,0,STR-398131
24645479,Spacious sun-filled room near Longwood,80570686,Siena,,Mission Hill,42.33091,-71.10255,Private room,119,2,112,2025-05-25,1.32,4,227,16,STR-434886
24647800,Sunny large room with views and private bath,80570686,Siena,,Mission Hill,42.33206,-71.10185,Private room,179,2,134,2025-06-02,1.55,4,255,19,STR-434886
24749244,"Stylish Downtown Studio in the SouthEnd, C.Ave# 24",22348222,Maverick,,South End,42.34448,-71.07636,Entire home/apt,99,1,124,2025-06-17,1.45,87,225,13,STR-441241
24756613,"Perfect Location, only 3 min WALK to RED train",156053359,Ken,,Dorchester,42.29015,-71.0684,Private room,40,91,17,2024-08-31,0.20,8,365,1,
24783227,"Sunny ocean-view suite nr subway w/kitchen, bathr.",9898255,Jessica,,Dorchester,42.31286,-71.06249,Entire home/apt,130,2,223,2025-06-03,2.58,3,299,28,STR-547060
24809758,"Brighton, MA Guesthouse for rent, Unit 2 (2nd Fl)",166004722,Wang,,Brighton,42.35583,-71.1568,Private room,,91,7,2020-05-21,0.08,2,61,0,
24845439,Boston Home Great Location,187813188,Booker,,Jamaica Plain,42.31508,-71.10125,Private room,130,1,300,2025-06-03,3.47,2,353,35,STR-545181
24875112,4 Bedrooms Near Harvard University,32304279,Charles And Grace,,Allston,42.35898,-71.12734,Entire home/apt,,29,0,,,1,89,0,STR-416314
24909410,"Beautiful 2 Bed 2 Bath, River view near TD Garden",182778270,Muzammil,,West End,42.36463,-71.06414,Entire home/apt,,91,13,2018-08-26,0.15,1,0,0,
24944930,Shelly's Place Cozy,139072570,Shelly,,East Boston,42.38136,-71.0231,Private room,69,1,901,2025-06-14,10.45,6,116,136,STR-398249
24965806,Back Bay Apartment near MIT and Newbury Street - G,51079261,Riverside,,Back Bay,42.35013,-71.08911,Entire home/apt,207,29,87,2024-01-13,1.01,2,324,0,STR-391273
24969609,Beautiful Private Two Bedroom Apt in Boston,33131531,Wenqi,,Brighton,42.34124,-71.14755,Entire home/apt,,91,0,,,3,0,0,
24971621,Modern Basement with Convenient Transportation,186235436,Yanlin,,West Roxbury,42.27546,-71.16958,Private room,76,3,117,2025-05-13,1.36,2,330,21,STR-532119
24992422,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine,,Charlestown,42.37708,-71.0604,Entire home/apt,210,2,360,2025-06-03,4.18,1,133,52,STR-515663
25025114,Perfect Location in an All Female's Floor,156053359,Ken,,Dorchester,42.29165,-71.06782,Private room,40,91,8,2018-08-24,0.09,8,90,0,
25266010,"Private room&bath,ctr air,5 min to T,  to downtown",147658152,Jill,,Brighton,42.34481,-71.16844,Private room,,91,17,2018-08-21,0.20,1,0,0,
25284439,Near Boston Common | Fam-friendly 1BR|W/D,163251048,Global Luxury,,Chinatown,42.352093,-71.060806,Entire home/apt,,29,11,2022-11-26,0.13,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
25324358,"The Small room Aka ""The Affordable room""",20672298,Ikem,,Hyde Park,42.26493,-71.12262,Private room,,91,8,2019-03-05,0.09,1,227,0,
25326962,"#3 Maverick MBTA clean, comfy private room",183805757,Enlan,,East Boston,42.36779,-71.03897,Private room,97,2,477,2025-06-04,5.54,3,36,46,STR-398959
25328440,"#2 Maverick MBTA clean, comfy, private Room",183805757,Enlan,,East Boston,42.36805,-71.03759,Private room,99,2,478,2025-06-04,5.56,3,39,52,STR-398959
25416313,Newly renovated Female floor Center of Boston,156053359,Ken,,Dorchester,42.29183,-71.06784,Private room,49,91,11,2023-10-05,0.13,8,365,0,
25429787,2 sunny guest rooms in 1920s flat amid parks+cafés,191880,Fabien,,Jamaica Plain,42.31522,-71.11218,Private room,119,4,87,2025-06-03,1.26,1,23,11,STR-511486
25476466,"River Location, City Views-Safe, Walkable,Central!",9529655,Suzanne,,Fenway,42.3499,-71.09545,Entire home/apt,,92,0,,,4,362,0,
25576444,SouthEnd Penthouse,34719298,Michael,,South End,42.34226,-71.07881,Entire home/apt,333,2,229,2025-06-18,2.67,1,117,47,STR-405587
25770647,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,,Downtown,42.35529,-71.06087,Entire home/apt,458,2,411,2025-06-16,4.81,2,327,50,STR-413172
25775084,Comfortable & Convenient in Boston w Free Parking!,62852803,Tina,,West Roxbury,42.28023,-71.16944,Private room,85,91,27,2022-08-26,0.32,1,365,0,STR-460484
25933888,BOSTON LOFT FARM HOUSE /LOGAN AIRPORT&TRAIN,9073339,Elisangela,,East Boston,42.378841,-71.034821,Entire home/apt,270,1,320,2025-06-02,3.79,3,297,56,STR-398048
25947332,Affluent 3 Bedroom 3 Bath Condo Downtown Boston,152237835,Sabrina,,South Boston,42.34223,-71.06047,Entire home/apt,,91,68,2020-01-01,0.80,1,0,0,
25971732,One Bedroom in Boston's Back Bay Neighborhood #110,18202088,Luxurious,,Back Bay,42.34633,-71.07763,Entire home/apt,,91,0,,,18,0,0,
25975436,Stay in a GoLocal American-Made Suite in Back Bay!,18202088,Luxurious,,Back Bay,42.34534,-71.07969,Entire home/apt,,91,1,2018-10-04,0.01,18,0,0,
26005227,Full Condo In Brownstone: Heart of the South End!,432317,Julie,,South End,42.34533,-71.07118,Entire home/apt,,4,46,2022-05-29,0.56,1,0,0,STR-420982
26012594,Groupstay w/firepit mins2Downtown Fenway FreePrkg,25203946,Eder,,Dorchester,42.31122,-71.06178,Entire home/apt,525,2,79,2025-04-22,0.94,7,320,6,STR-413525
26013456,A_Spacious room easy commute to Boston Downtown.,89328922,Ehab,,Dorchester,42.32243,-71.05676,Private room,56,29,118,2024-11-10,1.45,15,196,22,STR-484164
26094005,Comfortable and clean  house near Arnold Arboretum,137105899,Ling,,Roslindale,42.29188,-71.12154,Private room,35,29,9,2025-04-26,0.17,3,235,4,
26102579,Lovely Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36608,-71.04005,Entire home/apt,,91,7,2019-04-29,0.08,18,0,0,
26104302,Studio Apartment at East Pier Near Water,18202088,Luxurious,,East Boston,42.36796,-71.03985,Entire home/apt,,91,1,2019-05-20,0.01,18,0,0,
26104687,Lovely Studio Apartment at East Pier,18202088,Luxurious,,East Boston,42.36814,-71.0397,Entire home/apt,,91,7,2019-11-04,0.09,18,0,0,
26105250,Studio Apartment at East Boston Pier Near Water,18202088,Luxurious,,East Boston,42.36841,-71.04055,Entire home/apt,,91,7,2019-09-18,0.08,18,0,0,
26105589,Accessible Studio Just Miles From Logan Airport,18202088,Luxurious,,East Boston,42.36773,-71.03935,Entire home/apt,,91,2,2018-09-02,0.02,18,0,0,
26108847,Cozy Studio Apartment at East Pier EB117,18202088,Luxurious,,East Boston,42.36752,-71.04152,Entire home/apt,,91,4,2019-08-17,0.05,18,0,0,
26109078,Executive Studio in East Boston,18202088,Luxurious,,East Boston,42.36792,-71.03991,Entire home/apt,,91,5,2019-12-08,0.07,18,269,0,
26109200,Lovely Executive Studio in East Boston EB2-29,18202088,Luxurious,,East Boston,42.36639,-71.04036,Entire home/apt,,91,4,2019-06-15,0.05,18,0,0,
26109264,Beautiful Executive Studio in East Boston EB2-31,18202088,Luxurious,,East Boston,42.36789,-71.03986,Entire home/apt,,91,0,,,18,0,0,
26127318,RIVER & CITY VIEWS! LOCATION!  Parking Available+,9529655,Suzanne,,Fenway,42.35053,-71.09536,Entire home/apt,,91,1,2018-08-15,0.01,4,362,0,
26130154,"Spacious Boston Bedroom, Free Parking, next to T!",196415169,Josh & Whitney,,Mission Hill,42.32754,-71.10732,Private room,,2,50,2022-09-18,0.59,1,0,0,STR-398242
26130187,The North End Nook   -Walk to MGH Tufts Subway,38997,Michelle,,North End,42.36636,-71.05428,Entire home/apt,130,32,1,2019-06-01,0.01,12,365,0,
26131758,Nice Executive Studio in East Boston EB2-33,18202088,Luxurious,,East Boston,42.36783,-71.04183,Entire home/apt,,91,0,,,18,0,0,
26132354,Wonderful Studio In East Boston EB2-37,18202088,Luxurious,,East Boston,42.36809,-71.04161,Entire home/apt,,91,0,,,18,0,0,
26132566,Cozy Studio In East Boston EB2-39,18202088,Luxurious,,East Boston,42.36626,-71.04025,Entire home/apt,,91,1,2019-10-20,0.01,18,0,0,
26160905,Stylish 2nd floor w/balcony•free parking,196631266,Nakeisha,,Dorchester,42.28975,-71.0782,Entire home/apt,211,29,120,2020-09-04,1.41,2,238,0,STR-420519
26163695,Bina’s Home away from Home 3,153568352,Frederick & Sabina,,Mattapan,42.27808,-71.08717,Private room,122,2,95,2025-05-26,1.15,5,179,7,STR-445640
26207713,Spacious room in beautiful apartment,80595835,Liviu,,Jamaica Plain,42.32188,-71.11647,Private room,90,91,4,2018-10-01,0.05,1,185,0,
26252951,Southie Home | Walk to Beach | with Patio,110658696,Victoria,,South Boston,42.33175,-71.04824,Private room,200,1,93,2025-06-01,1.09,1,31,11,STR-519059
26333739,"Classy, Cozy South End Unit",119265681,Maude,,South End,42.34207,-71.069,Entire home/apt,140,29,58,2024-11-05,0.70,2,301,3,
26361101,One Bedroom in the heart of Back Bay #307,18202088,Luxurious,,South End,42.34457,-71.07829,Entire home/apt,,91,7,2019-05-24,0.09,18,0,0,
26361743,2 Bedroom in Boston's Back Bay! #203,18202088,Luxurious,,Back Bay,42.34629,-71.07963,Entire home/apt,,91,2,2019-06-01,0.02,18,0,0,
26395595,Separate entrance in-law suite in heart of JP,145681148,Marianne,,Jamaica Plain,42.30753,-71.11757,Entire home/apt,,1,113,2025-01-17,1.34,2,0,15,STR-414689
26532751,For students/business Pro Awesome roommate needed,156053359,Ken,,Dorchester,42.29028,-71.06671,Private room,,91,3,2019-07-25,0.04,8,47,0,
26750505,#201 Boston Private small room Female 全楼禁烟,105851798,Anne,,Dorchester,42.30959,-71.0643,Private room,51,29,28,2025-05-30,0.33,12,330,2,
26778714,"The Upton - The Upton Boston, South End",5430185,Laura And Olivia,,South End,42.34291,-71.07301,Entire home/apt,325,2,134,2025-05-20,1.69,7,166,23,
26828892,Shelly's Swan Room,139072570,Shelly,,East Boston,42.38137,-71.02311,Private room,74,1,846,2025-06-18,10.04,6,93,140,STR-398249
26849307,Apartment near transit/free parking/self check-in,201935605,Sherwin,,Hyde Park,42.25038,-71.11733,Entire home/apt,64,29,60,2025-04-04,0.71,8,68,6,
26849309,Entire Apt near transit/free parking/self check-in,201935605,Sherwin,,Hyde Park,42.25121,-71.11694,Entire home/apt,,29,55,2022-03-31,0.66,8,3,0,
27074605,COLLEGE STUDENTS are welcome 3 MINS walk to train,156053359,Ken,,Dorchester,42.29027,-71.06673,Private room,40,91,6,2023-08-12,0.08,8,170,0,
27112752,2BR Ideally Located Top Floor Brownstone Condo,53212424,Jason,,Brighton,42.33738,-71.14883,Entire home/apt,,91,14,2019-07-10,0.19,1,0,0,
27158560,Beautiful South Boston Private Space in Condo,42530911,Eda,,South Boston,42.332897,-71.039543,Private room,129,2,272,2025-06-03,3.25,1,170,40,STR-540793
27168524,Classic Boston Brownstone - Walk to Everything,23576640,Gearoid,,South End,42.34637,-71.07145,Private room,161,1,427,2025-06-04,5.11,3,64,55,STR-545901
27203329,"#1 Maverick MBTA clean, comfy, private room",183805757,Enlan,,East Boston,42.36908,-71.03937,Private room,100,2,382,2025-06-04,4.57,3,60,34,STR-576262
27252588,Centralized Downtown Location| 1BR near T,163251048,Global Luxury,,Chinatown,42.352093,-71.060806,Entire home/apt,,29,4,2023-08-02,0.13,3,365,0,Exempt: This listing is a unit that has contracts with hospitals
27323777,Vintage Studio in Beacon Hill. Walk Everywhere,95634275,Sophia,,Beacon Hill,42.35945,-71.06551,Entire home/apt,123,29,82,2024-11-20,0.98,6,121,3,Exempt: This listing is a unit used for furnished institutional or business stays
27339519,Sunny & Cozy 2 BR Apt in Boston. 15 min to DWTN,202862511,Frank,,Roxbury,42.32685,-71.09683,Entire home/apt,214,2,428,2025-06-13,5.13,1,115,61,STR-544885
27370560,Hola Joy  2,148305529,Clara M,,Brighton,42.36044,-71.14057,Private room,83,1,63,2025-06-14,0.75,6,350,19,STR-409596
27370693,Hola Joy 3,148305529,Clara M,,Brighton,42.36015,-71.14233,Private room,94,1,49,2025-06-12,0.59,6,364,10,STR-409596
27394276,Sun filled private room in spacious Boston home.,163838367,Jamie,,Jamaica Plain,42.3208,-71.11296,Private room,,91,13,2019-06-24,0.16,1,0,0,
27404136,"2 Bed Apt By Boston Childrens Hosptial, Brigham Hp",20079643,Alexander K,,Mission Hill,42.33351,-71.10182,Entire home/apt,201,30,19,2023-09-01,0.28,11,307,0,Exempt: This listing is a unit used for furnished institutional or business stays
27501160,Classic Boston:  lovely 1br renovated condo!,101356888,Erik,,East Boston,42.37346,-71.0404,Entire home/apt,,29,91,2024-12-13,1.09,1,0,2,
27503398,Light-Filled Luxury Apartment with View,113533375,Devora,,Roxbury,42.32489,-71.09417,Entire home/apt,248,2,347,2025-06-12,4.19,1,209,67,STR-545072
27639994,Perfect Room in the South End for solo adventurer,23576640,Gearoid,,South End,42.34504,-71.07375,Private room,150,1,263,2025-06-04,3.16,3,66,48,STR-545901
27661676,"Luxury 3bd/2ba Townhouse S. Boston, BCEC, Seaport",41210370,Rachel,,South Boston,42.33423,-71.03884,Entire home/apt,,29,59,2020-08-09,0.72,1,0,0,STR-394166
27669626,"Downtown Boston, Near South Station Bus Terminal",208829554,Ping,,Chinatown,42.35034,-71.0619,Entire home/apt,197,91,162,2025-03-30,1.97,4,206,14,STR-399153
27784901,"3br house in S. Boston, near Seaport,BCEC&downtown",10717877,Shervin,,South Boston,42.33541,-71.047,Entire home/apt,,29,86,2020-03-08,1.04,1,0,0,STR-383578
27810970,Alaska Street R53,188939923,Mort,,Roxbury,42.32192,-71.07855,Private room,68,2,74,2025-05-20,0.89,7,360,14,STR-415018
27879644,"Spacious room, near transit, keyless self check-in",201935605,Sherwin,,Hyde Park,42.25147,-71.11579,Private room,38,29,36,2025-06-02,0.43,8,78,6,
27879776,"Room near MBTA transit, Keyless self check-in",201935605,Sherwin,,Hyde Park,42.25134,-71.11621,Private room,38,29,41,2025-06-06,0.49,8,55,6,
27900201,Entire 2 Bedroom Deck Yard,178129735,Anthony,,Roslindale,42.270561,-71.1294384,Entire home/apt,100,91,0,,,2,211,0,
27904192,Large 2 Bed/ 2 Bath | Modern Building | Across MGH,20079643,Alexander K,,West End,42.3643198,-71.068221,Entire home/apt,336,75,10,2024-10-19,0.12,11,258,3,STR-595459
27906365,Alaska Street R51,188939923,Mort,,Roxbury,42.32003,-71.07826,Private room,,2,63,2025-05-28,0.76,7,29,6,STR-415018
27927966,Roslindale 1st flr private room full bed 2 guests,69267172,Lynda,,Roslindale,42.27658,-71.13304,Private room,65,29,19,2019-11-01,0.23,16,89,0,STR-416449
27990313,Bina’s Home Away from Home Cozy Master Suite,153568352,Frederick & Sabina,,Mattapan,42.27844,-71.08499,Private room,140,2,68,2025-05-25,0.82,5,180,8,STR-445640
27990441,#B104 Boston Private Two twin BR Central AC,105851798,Anne,,Dorchester,42.30753,-71.06446,Private room,71,29,25,2023-06-10,0.30,12,252,0,
27990984,Bina’s Home away from Home 2,153568352,Frederick & Sabina,,Mattapan,42.27684,-71.0851,Private room,150,2,72,2023-10-30,0.87,5,38,0,STR-445640
27992316,Boston guest suite,157579197,Jonathan,,Brighton,42.34121,-71.15163,Entire home/apt,163,2,371,2025-05-29,4.51,1,161,42,STR-544907
28014596,#B102 Boston Private room Cantal AC 全楼禁烟,105851798,Anne,,Dorchester,42.30804,-71.06443,Private room,55,29,32,2024-09-28,0.39,12,273,1,
28027835,Large Modern 2 Bed Apt 2 Bath By MGH W/D in Suite,20079643,Alexander K,,West End,42.3645578,-71.0692521,Entire home/apt,301,30,6,2024-06-01,0.08,11,310,0,STR-595469
28036142,Bina’s Home away from home 6,153568352,Frederick & Sabina,,Mattapan,42.27726,-71.08517,Private room,135,2,78,2025-05-20,0.97,5,180,5,STR-445640
28054656,#B103 Boston Private room Central AC 全楼禁烟,112905339,Weihai,,Dorchester,42.29726,-71.06236,Private room,,29,25,2024-11-01,0.31,5,204,3,
28071995,Lower Mills Guest Suite,18465514,Robert E,,Mattapan,42.27595,-71.07805,Entire home/apt,168,2,125,2025-06-16,1.60,1,5,14,STR-445592
28161172,"Room w/ Private Bathroom, near MBTA transit",201935605,Sherwin,,Hyde Park,42.24927,-71.11788,Private room,,29,33,2023-07-15,0.40,8,38,0,
28202522,Walk to train Downtown or UMASS BOSTON,156053359,Ken,,Dorchester,42.29151,-71.06811,Private room,,91,1,2019-05-19,0.01,8,0,0,
28241815,Luxury - 3 Bed - Next to Prudential #65,133927887,Kat,,Back Bay,42.34627,-71.08412,Entire home/apt,,91,25,2019-08-13,0.31,14,1,0,
28242815,Charming 3 Bed Near Hynes convention center #20,133927887,Kat,,Back Bay,42.34472,-71.08523,Entire home/apt,,91,4,2018-12-28,0.05,14,0,0,
28298193,Luxury North End (Waterfront) walk to MGH Subway,180283497,Michelle,,North End,42.36573,-71.05145,Entire home/apt,255,30,0,,,7,210,0,
28302081,La Casa Boheme - Upstairs First Bedroom,59978794,Gianni,,Roxbury,42.320481,-71.090593,Private room,66,29,39,2025-05-11,0.48,2,362,4,STR-398672
28360335,"Blueground | Back Bay, gym, nr the common",107434423,Blueground,,Bay Village,42.34992,-71.06943,Entire home/apt,338,32,1,2019-04-27,0.01,369,39,0,
28578655,"Mount Restwell, Serenity Vicinity",44581223,Andre,,Hyde Park,42.25086,-71.11469,Private room,49,29,20,2024-10-01,0.25,5,307,1,STR-416718
28635984,Beautiful apartment in the area of Dorchester,213613694,Manuel,,Dorchester,42.30288,-71.0833,Entire home/apt,300,400,0,,,1,364,0,
28640732,Hola Joy 1,148305529,Clara M,,Brighton,42.35843,-71.14083,Private room,78,1,50,2025-06-17,0.61,6,355,13,STR-409596
28749495,Alaska Street R43,188939923,Mort,,Roxbury,42.32045,-71.07794,Private room,75,2,73,2025-06-04,0.89,7,360,13,STR-415018
28756042,"Big room ,comfortable and clean !room 1",215660864,Michael,,Dorchester,42.29084,-71.07299,Private room,,91,22,2019-11-04,0.27,2,0,0,STR-403628
28770914,"Big room ,clean and comfortable .Room 2",215660864,Michael,,Dorchester,42.29224,-71.07328,Private room,,91,30,2022-08-31,0.37,2,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
28867304,Alaska Street R42,216849347,Jeana,,Roxbury,42.32142,-71.08007,Private room,70,2,105,2025-06-09,1.29,3,342,26,STR-415018
28912741,Simple South Boston Stays (entire place),217940047,Kiki,,South Boston,42.336525,-71.054451,Entire home/apt,220,2,67,2025-05-22,0.83,1,89,9,STR-544891
28915006,Special and Breathtaking East Boston studio,92025425,Rohn,,East Boston,42.38793,-71.00376,Private room,96,1,133,2025-06-06,1.64,1,56,51,STR-479029
28992318,2-2 ★ALLSTON★ 3 Mins to Green Line T,218525774,Turana,,Allston,42.35099,-71.13657,Private room,,29,30,2019-11-21,0.37,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
29010062,1 Bedroom in 4B2B apartment for short stay,73102139,Jason,,Allston,42.36038,-71.13024,Private room,,91,5,2019-07-07,0.06,1,0,0,
29037205,Entire Place 2 Bedrooms near BU & BC,25244802,Timothy,,Allston,42.34718,-71.13543,Entire home/apt,,29,48,2021-01-18,0.59,2,0,0,STR-412987
29064530,1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,218525774,Turana,,Allston,42.34962,-71.13461,Private room,,29,37,2020-01-21,0.45,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
29070339,"Close to BC and BU, subway nearby!",219049252,Jinghan,,Brighton,42.34561,-71.14017,Entire home/apt,,91,24,2019-01-12,0.29,1,0,0,
29082416,Brighton,16016039,Amaro,,Brighton,42.36203,-71.14292,Private room,85,29,81,2024-10-12,1.00,1,364,1,STR-410791
29134558,"15min T to Downtown, Walk to airport & subway",29684380,Totana,,East Boston,42.38237,-71.02006,Private room,75,1,703,2025-06-05,8.64,3,68,93,STR-439433
29213280,1-1 ★ALLSTON★ 3 Mins to Green Line T,218525774,Turana,,Allston,42.34897,-71.13536,Private room,,29,38,2020-03-25,0.47,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
